zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,area,availabilityDate,baths,beds,countryCurrency,hasAdditionalAttributions,hasVideo,hdpData,isHomeRec,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,pgapt,price,sgapt,shouldShowZestimateAsPrice,unformattedPrice,zestimate,streetViewMetadataURL,streetViewURL
37.772915_rrc2*-rrc_122.419395,37.772915_rrc2*-rrc_122.419395,2082848003.0,https://photos.zillowstatic.com/fp/0b066cf4ed3cd2f22522120cbe817dff-p_e.jpg,True,FOR_RENT,Chorus,/b/chorus-san-francisco-ca-9NJvt7/,"{'latitude': 37.772915, 'longitude': -122.419395}","[{'price': '$2,995+', 'beds': '0'}, {'price': '$3,363+', 'beds': '1'}, {'price': '$4,126+', 'beds': '2'}, {'price': '$7,318+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Chorus,True,"30 Otis St, San Francisco, CA",30 Otis St   # 2601,CA,San Francisco,94103,z4btn7y1kd2z,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.782104_rrc2*-rrc_122.38952,37.782104_rrc2*-rrc_122.38952,1001478655.0,https://photos.zillowstatic.com/fp/4c0af5568515c38ad0bd75681803a3b6-p_e.jpg,True,FOR_RENT,South Beach Marina Apartments,/b/south-beach-marina-apartments-san-francisco-ca-5XjQyv/,"{'latitude': 37.782104, 'longitude': -122.38952}","[{'price': '$3,450+', 'beds': '1'}, {'price': '$4,550+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,South Beach Marina Apartments,True,"2 Townsend St, San Francisco, CA",2 Townsend St   # dc0d31680,CA,San Francisco,94107,830rmy7sh99h,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.7876_rrc2*-rrc_122.39191,37.7876_rrc2*-rrc_122.39191,1001476438.0,https://photos.zillowstatic.com/fp/333e62d990f625fdb737172f6cfb7f4d-p_e.jpg,True,FOR_RENT,388 Beale,/b/388-beale-san-francisco-ca-5XjQ4f/,"{'latitude': 37.7876, 'longitude': -122.39191}","[{'price': '$3,089+', 'beds': '0'}, {'price': '$3,936+', 'beds': '1'}, {'price': '$4,916+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,388 Beale,True,"388 Beale St, San Francisco, CA",388 Beale St Apt 802,CA,San Francisco,94105,4c953gzxy9psh,False,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.78676_rrc2*-rrc_122.40198,37.78676_rrc2*-rrc_122.40198,1001465589.0,https://photos.zillowstatic.com/fp/6fce8fd4fd83e9a38e176806381f3894-p_e.jpg,True,FOR_RENT,The Paramount,/b/the-paramount-san-francisco-ca-5XjKXG/,"{'latitude': 37.78676, 'longitude': -122.40198}","[{'price': '$3,375+', 'beds': '0'}, {'price': '$3,650+', 'beds': '1'}, {'price': '$5,200+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Paramount,True,"680 Mission St, San Francisco, CA",680 Mission St   Apt 35C,CA,San Francisco,94105,7jznasbv5ttn,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.78713_rrc2*-rrc_122.41529,37.78713_rrc2*-rrc_122.41529,1001481774.0,https://photos.zillowstatic.com/fp/7d44549acc7010b64d0ea8871ed748e7-p_e.jpg,True,FOR_RENT,825 Post,/b/825-post-san-francisco-ca-5XjSHY/,"{'latitude': 37.78713, 'longitude': -122.41529}","[{'price': '$1,795+', 'beds': '0'}]","{'type': 'TIME_ON_INFO', 'text': None}",,825 Post,True,"825 Post St, San Francisco, CA",825 Post St   # 14eb7ba71,CA,San Francisco,94109,1tfsqrdqh6u0s,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.773933_rrc2*-rrc_122.41797,37.773933_rrc2*-rrc_122.41797,2443047273.0,https://photos.zillowstatic.com/fp/d407757bd7a497a4e360717bd7fa4079-p_e.jpg,True,FOR_RENT,Fifteen Fifty,/b/fifteen-fifty-san-francisco-ca-BdnYPc/,"{'latitude': 37.773933, 'longitude': -122.41797}","[{'price': '$2,995+', 'beds': '0'}, {'price': '$4,350+', 'beds': '1'}, {'price': '$5,595+', 'beds': '2'}, {'price': '$7,995+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Fifteen Fifty,True,"1550 Mission St, San Francisco, CA",1550 Mission St   # 2805,CA,San Francisco,94103,2us1fuykrgfdj,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.79054_rrc2*-rrc_122.423096,37.79054_rrc2*-rrc_122.423096,1002225454.0,https://photos.zillowstatic.com/fp/938c228709ccaf126754259c600f7101-p_e.jpg,True,FOR_RENT,1700 California St Residential,/b/1700-california-st-residential-san-francisco-ca-5Xrn2h/,"{'latitude': 37.79054, 'longitude': -122.423096}","[{'price': '$3,795+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,1700 California St Residential,True,"1700 California St, San Francisco, CA",1700 California St Apt 803,CA,San Francisco,94109,47ej5cgw3r8c,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
2060827852,2060827852,,https://photos.zillowstatic.com/fp/2e3912f0350f8177846e1d5c6584fa60-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/franklin-street-apartments-san-francisco-ca-9NKG6T/,"{'latitude': 37.791378, 'longitude': -122.42398}",,"{'type': 'TIME_ON_INFO', 'text': '98 days ago', 'data': {'isFresh': False}}",,,,"Franklin Street Apartments, 1800 Franklin St APT 308, San Francisco, CA 94109",1800 Franklin St APT 308,CA,San Francisco,94109,q6m4u2thnfzx,,False,True,False,True,False,1462,2023-02-06 00:00:00,2.0,2.0,$,False,False,"{'homeInfo': {'zpid': 2060827852, 'streetAddress': '1800 Franklin St APT 308', 'zipcode': '94109', 'city': 'San Francisco', 'state': 'CA', 'latitude': 37.791378, 'longitude': -122.42398, 'price': 4995.0, 'datePriceChanged': 1675670400000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1462.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$100 (Feb 6)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4995.0, 'priceChange': -100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 308'}}",False,False,False,False,False,ForRent,"$4,995/mo",For Rent,False,4995.0,,,
37.787903_rrc2*-rrc_122.394165,37.787903_rrc2*-rrc_122.394165,2396245772.0,https://photos.zillowstatic.com/fp/12bea5fada2b4bc1cb41ef4ae3c1e2c1-p_e.jpg,True,FOR_RENT,Avery 450,/b/avery-450-san-francisco-ca-BTfktx/,"{'latitude': 37.787903, 'longitude': -122.394165}","[{'price': '$3,600+', 'beds': '0'}, {'price': '$4,195+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}","{'type': 'INCOME_RESTRICTED', 'text': 'Income Restricted'}",Avery 450,True,"450 Folsom St, San Francisco, CA",450 Folsom St   # 805,CA,San Francisco,94105,3kpbxqfu6t7ee,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.771793_rrc2*-rrc_122.42663,37.771793_rrc2*-rrc_122.42663,1150989539.0,https://photos.zillowstatic.com/fp/009208fd9a7d46f3d4d9d3b54c240a76-p_e.jpg,True,FOR_RENT,Alchemy,/b/alchemy-san-francisco-ca-65fGFR/,"{'latitude': 37.771793, 'longitude': -122.42663}","[{'price': '$3,219+', 'beds': '1'}, {'price': '$4,680+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Alchemy,True,"200 Buchanan St, San Francisco, CA",200 Buchanan St   # 167,CA,San Francisco,94102,sxg6jnp3zyne,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.77832_rrc2*-rrc_122.41281,37.77832_rrc2*-rrc_122.41281,1001471644.0,https://photos.zillowstatic.com/fp/bfb75e29ed1e0d6debc333af0b339c6a-p_e.jpg,True,FOR_RENT,1188 Mission at Trinity Place,/b/1188-mission-at-trinity-place-san-francisco-ca-5XjN4q/,"{'latitude': 37.77832, 'longitude': -122.41281}","[{'price': '$2,199+', 'beds': '0'}, {'price': '$2,649+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,1188 Mission at Trinity Place,True,"1188 Mission St, San Francisco, CA",1188 Mission St   Apt 2418,CA,San Francisco,94103,njmhnzau6sau,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.759743_rrc2*-rrc_122.39017,37.759743_rrc2*-rrc_122.39017,2082873811.0,https://photos.zillowstatic.com/fp/dd6ab7eec596cec43dea6631b4bc2990-p_e.jpg,True,FOR_RENT,950 Tennessee,/b/950-tennessee-san-francisco-ca-9NK8cp/,"{'latitude': 37.759743, 'longitude': -122.39017}","[{'price': '$3,165+', 'beds': '0'}, {'price': '$3,990+', 'beds': '1'}, {'price': '$5,115+', 'beds': '2'}, {'price': '$7,424+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,950 Tennessee,True,"950 Tennessee St, San Francisco, CA",950 Tennessee St   # 7fb5f2d2c,CA,San Francisco,94107,524xammsftdqv,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.786964_rrc2*-rrc_122.39956,37.786964_rrc2*-rrc_122.39956,2082854169.0,https://photos.zillowstatic.com/fp/c59afa311a967d1039e7a691b7fe6391-p_e.jpg,True,FOR_RENT,Blueground Furnished Apartments SF,/b/blueground-furnished-apartments-sf-san-francisco-ca-9NJyRx/,"{'latitude': 37.786964, 'longitude': -122.39956}","[{'price': '$4,500+', 'beds': '0'}, {'price': '$3,490+', 'beds': '1'}, {'price': '$4,060+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Blueground Furnished Apartments SF,True,"149 New Montgomery St, San Francisco, CA",149 New Montgomery St   # cb09385be,CA,San Francisco,94105,1qwc0an7cdp5a,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.779613_rrc2*-rrc_122.40396,37.779613_rrc2*-rrc_122.40396,1008615402.0,https://photos.zillowstatic.com/fp/8500b3a92d2ff465357423a1104ec25f-p_e.jpg,True,FOR_RENT,923 Folsom,/b/923-folsom-san-francisco-ca-5Yy6Np/,"{'latitude': 37.779613, 'longitude': -122.40396}","[{'price': '$2,875+', 'beds': '0'}, {'price': '$2,857+', 'beds': '1'}, {'price': '$3,289+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,923 Folsom,True,"923 Folsom St, San Francisco, CA",923 Folsom St   # 205,CA,San Francisco,94107,ekdqgr7wd68q,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.778164_rrc2*-rrc_122.40468,37.778164_rrc2*-rrc_122.40468,1008612044.0,https://photos.zillowstatic.com/fp/51295c850bfd04f1f4cd011bfd9846c0-p_e.jpg,True,FOR_RENT,345 6th,/b/345-6th-san-francisco-ca-5Yy4zH/,"{'latitude': 37.778164, 'longitude': -122.40468}","[{'price': '$2,050+', 'beds': '0'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,345 6th,True,"345 6th St, San Francisco, CA",345 6th St   Unit 611,CA,San Francisco,94103,10m60gwz3wghs,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.773186_rrc2*-rrc_122.41192,37.773186_rrc2*-rrc_122.41192,2082844472.0,https://photos.zillowstatic.com/fp/e7d8be985a561cdf7141ad00af4a1096-p_e.jpg,True,FOR_RENT,1335 Folsom St,/b/1335-folsom-st-san-francisco-ca-9NJtQ4/,"{'latitude': 37.773186, 'longitude': -122.41192}","[{'price': '$2,070+', 'beds': '0'}]","{'type': 'TIME_ON_INFO', 'text': None}",,1335 Folsom St,True,"1335 Folsom St, San Francisco, CA",1335 Folsom St   Unit 303,CA,San Francisco,94103,5erpn1wfq71qc,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.763012_rrc2*-rrc_122.39948,37.763012_rrc2*-rrc_122.39948,2082862552.0,https://photos.zillowstatic.com/fp/39ce72748864203a27b62368633a66b4-p_e.jpg,True,FOR_RENT,Mason on Mariposa,/b/mason-on-mariposa-san-francisco-ca-9NK3x3/,"{'latitude': 37.763012, 'longitude': -122.39948}","[{'price': '$3,095+', 'beds': '0'}, {'price': '$4,125+', 'beds': '1'}, {'price': '$5,275+', 'beds': '2'}, {'price': '$6,995+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Mason on Mariposa,True,"1601 Mariposa St, San Francisco, CA",1601 Mariposa St   # 128,CA,San Francisco,94107,5fv7587g0vay3,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.774982_rrc2*-rrc_122.40784,37.774982_rrc2*-rrc_122.40784,2082843350.0,https://photos.zillowstatic.com/fp/0a9427c69dec4ed820f7f871a5fb6594-p_e.jpg,True,FOR_RENT,Hanover Soma West,/b/hanover-soma-west-san-francisco-ca-9NJsx9/,"{'latitude': 37.774982, 'longitude': -122.40784}","[{'price': '$2,402+', 'beds': '0'}, {'price': '$2,931+', 'beds': '1'}, {'price': '$3,376+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Hanover Soma West,True,"1140 Harrison St, San Francisco, CA",1140 Harrison St   # 655,CA,San Francisco,94103,1mvnmz6pvg98a,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.76267_rrc2*-rrc_122.388405,37.76267_rrc2*-rrc_122.388405,1008615269.0,https://photos.zillowstatic.com/fp/11c59fd1ae581cd6016b149d83f85138-p_e.jpg,True,FOR_RENT,The Gantry,/b/the-gantry-san-francisco-ca-5Yy6L6/,"{'latitude': 37.76267, 'longitude': -122.388405}","[{'price': '$3,515+', 'beds': '1'}, {'price': '$4,014+', 'beds': '2'}, {'price': '$4,604+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,The Gantry,True,"2121 3rd St, San Francisco, CA",2121 3rd St   # 1-207,CA,San Francisco,94107,55dwgktd0f7xg,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.77287_rrc2*-rrc_122.40566,37.77287_rrc2*-rrc_122.40566,2082852666.0,https://photos.zillowstatic.com/fp/aa1a416d070558e930aa86fe2f735fe4-p_e.jpg,True,FOR_RENT,Astella,/b/astella-san-francisco-ca-9NJxqH/,"{'latitude': 37.77287, 'longitude': -122.40566}","[{'price': '$2,406+', 'beds': '0'}, {'price': '$2,962+', 'beds': '1'}, {'price': '$3,473+', 'beds': '2'}, {'price': '$4,597+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Astella,True,"975 Bryant St, San Francisco, CA",975 Bryant St   # 3937797,CA,San Francisco,94103,2h2hppgsvsc9e,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.78705_rrc2*-rrc_122.39218,37.78705_rrc2*-rrc_122.39218,1008615309.0,https://photos.zillowstatic.com/fp/50cfc6a40f960018e8f2fc553b4cb778-p_e.jpg,True,FOR_RENT,399 Fremont,/b/399-fremont-san-francisco-ca-5Yy6Lv/,"{'latitude': 37.78705, 'longitude': -122.39218}","[{'price': '$2,825+', 'beds': '0'}, {'price': '$4,093+', 'beds': '1'}, {'price': '$4,525+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,399 Fremont,True,"399 Fremont St, San Francisco, CA",399 Fremont St   Unit 801,CA,San Francisco,94105,14ah796nnj7y3,False,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.777924_rrc2*-rrc_122.41301,37.777924_rrc2*-rrc_122.41301,1001488048.0,https://photos.zillowstatic.com/fp/6ff95dd0add427cae15ea4dc5fcc1060-p_e.jpg,True,FOR_RENT,1190 Mission at Trinity Place,/b/1190-mission-at-trinity-place-san-francisco-ca-5XjVtb/,"{'latitude': 37.777924, 'longitude': -122.41301}","[{'price': '$1,899+', 'beds': '0'}]","{'type': 'TIME_ON_INFO', 'text': None}",,1190 Mission at Trinity Place,True,"1190 Mission St, San Francisco, CA",1190 Mission St   Apt 717,CA,San Francisco,94103,17um590ukckkp,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.806435_rrc2*-rrc_122.41087,37.806435_rrc2*-rrc_122.41087,1001467649.0,https://photos.zillowstatic.com/fp/a7a35ac6021cb1c42729d3c35c70a8a2-p_e.jpg,True,FOR_RENT,NorthPoint Apartments,/b/northpoint-apartments-san-francisco-ca-5XjLPJ/,"{'latitude': 37.806435, 'longitude': -122.41087}","[{'price': '$2,500+', 'beds': '0'}, {'price': '$2,810+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,NorthPoint Apartments,True,"2211 Stockton St, San Francisco, CA",2211 Stockton St   # 1492387,CA,San Francisco,94133,4nfpdrjf4d18s,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.78307_rrc2*-rrc_122.42163,37.78307_rrc2*-rrc_122.42163,2082891948.0,https://photos.zillowstatic.com/fp/0a3f152838d5000efdb1458c38f7c6bf-p_e.jpg,True,FOR_RENT,Vance,/b/vance-san-francisco-ca-9NKJBx/,"{'latitude': 37.78307, 'longitude': -122.42163}","[{'price': '$1,846+', 'beds': '0'}, {'price': '$2,621+', 'beds': '1'}, {'price': '$3,604+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Vance,True,"830 Eddy St, San Francisco, CA",830 Eddy St   # 203,CA,San Francisco,94109,2r3w9n11ssy93,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.78556_rrc2*-rrc_122.4194,37.78556_rrc2*-rrc_122.4194,1001475447.0,https://photos.zillowstatic.com/fp/3948b2318db1f35e82f83a9ff75f1471-p_e.jpg,True,FOR_RENT,Trinity Towers Apartments,/b/trinity-towers-apartments-san-francisco-ca-5XjPdR/,"{'latitude': 37.78556, 'longitude': -122.4194}","[{'price': '$1,799+', 'beds': '0'}, {'price': '$2,299+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Trinity Towers Apartments,True,"888 Ofarrell St, San Francisco, CA",888 Ofarrell St   Apt W1107,CA,San Francisco,94109,32brayt5f160q,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.781796_rrc2*-rrc_122.39878,37.781796_rrc2*-rrc_122.39878,2082871347.0,https://photos.zillowstatic.com/fp/fc5cbaef5189e84ef2e90508e59e7168-p_e.jpg,True,FOR_RENT,750 Harrison St,/b/750-harrison-st-san-francisco-ca-9NK7bW/,"{'latitude': 37.781796, 'longitude': -122.39878}","[{'price': '$2,085+', 'beds': '0'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,750 Harrison St,True,"750 Harrison St, San Francisco, CA",750 Harrison St   # 602,CA,San Francisco,94107,36rcpgbzfrrg,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
