zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,badgeInfo,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,availabilityDate,list,relaxed,buildingName,canSaveBuilding,isBuilding,lotId,units,streetViewMetadataURL,streetViewURL,best_deal
2076661452,2076661452,2s2t3cmqt1qy5,https://photos.zillowstatic.com/fp/bec7ae3e1711028c4a3be3d4ef4903dc-p_e.jpg,True,https://www.zillow.com/b/bridge-at-bent-tree-austin-tx-5XhsyP/,FOR_RENT,Apartment for rent,$,"$1,199/mo",1199.0,"Bridge at Bent Tree, 8405 Bent Tree Rd #3113, Austin, TX 78759",8405 Bent Tree Rd #3113,Austin,TX,78759,False,1.0,1.0,713.0,"{'latitude': 30.372824, 'longitude': -97.74281}",False,"{'type': 'TIME_ON_INFO', 'text': '6 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-01-23 00:00:00,True,False,,,,,,,,1199.0
2060415321,2060415321,25c2b73kce61x,https://photos.zillowstatic.com/fp/3577a8a8fbbf997ed9207a9d0cefa2df-p_e.jpg,True,https://www.zillow.com/b/the-highlander-austin-tx-BqqH4R/,FOR_RENT,Apartment for rent,$,"$1,199/mo",1199.0,"The Highlander, 803-809 Tirado St #221, Austin, TX 78752",803-809 Tirado St #221,Austin,TX,78752,False,1.0,1.0,566.0,"{'latitude': 30.323414, 'longitude': -97.709465}",False,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,False,False,ForRent,For Rent,0,False,True,False,False,False,True,,True,False,,,,,,,,1199.0
2060521317,2060521317,2z1yrut9wcnzh,https://photos.zillowstatic.com/fp/7bc560b5945972dc8a46b5849642c91c-p_e.jpg,True,https://www.zillow.com/b/mark-embers-austin-tx-C6b2qL/,FOR_RENT,Apartment for rent,$,"$1,205/mo",1205.0,"Mark Embers, 3106 Speedway Mkeb #205, Austin, TX 78705",3106 Speedway Mkeb #205,Austin,TX,78705,False,1.0,1.0,600.0,"{'latitude': 30.295689, 'longitude': -97.736984}",False,"{'type': 'TIME_ON_INFO', 'text': '59 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-02-09 00:00:00,True,False,,,,,,,,1205.0
2066682745,2066682745,3nbn8a6zvmhjb,https://photos.zillowstatic.com/fp/33bfae037f6cae9bb40df041deb75606-p_e.jpg,True,https://www.zillow.com/b/towne-oaks-ii-austin-tx-5XhtCw/,FOR_RENT,Apartment for rent,$,"$1,250+/mo",1250.0,"Towne Oaks II, 615 E Wonsley Dr, Austin, TX 78753",615 E Wonsley Dr #4D6725C39,Austin,TX,78753,False,2.0,2.0,1025.0,"{'latitude': 30.343693, 'longitude': -97.699615}",False,"{'type': 'TIME_ON_INFO', 'text': '90 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,1250.0
2060455226,2060455226,4v4awtffjk3gz,https://photos.zillowstatic.com/fp/3af989aa2c8d8eea904d663ed02515fb-p_e.jpg,True,https://www.zillow.com/homedetails/13448-Onion-Creek-Dr-B-Manchaca-TX-78652/2060455226_zpid/,FOR_RENT,Apartment for rent,$,"$1,300/mo",1300.0,"13448 Onion Creek Dr #B, Manchaca, TX 78652",13448 Onion Creek Dr #B,Manchaca,TX,78652,False,0.0,1.0,500.0,"{'latitude': 30.116262, 'longitude': -97.81334}",False,"{'type': 'TIME_ON_INFO', 'text': '6 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-01-23 00:00:00,True,False,,,,,,,,1300.0
2061683526,2061683526,35mua7u755eve,https://photos.zillowstatic.com/fp/1efa8d6b3a77a1cd8171a9e2f6ce6496-p_e.jpg,True,https://www.zillow.com/b/park-place-apartments-austin-tx-5Xht8G/,FOR_RENT,Apartment for rent,$,"$1,315/mo",1315.0,"Park Place Apartments, 1301 W 9th St #206, Austin, TX 78703",1301 W 9th St #206,Austin,TX,78703,False,1.0,1.0,530.0,"{'latitude': 30.275658, 'longitude': -97.757195}",False,"{'type': 'TIME_ON_INFO', 'text': '94 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-02-02 00:00:00,True,False,,,,,,,,1315.0
2094371977,2094371977,2yevqk5vnvq26,https://photos.zillowstatic.com/fp/9a55c0cd4ef6ded8dc96e38232de47cd-p_e.jpg,True,https://www.zillow.com/b/chimney-park-austin-tx-5XqMvp/,FOR_RENT,Apartment for rent,$,"$1,350/mo",1350.0,"Chimney Park, 2406 Bluebonnet Ln APT 105, Austin, TX 78704",2406 Bluebonnet Ln APT 105,Austin,TX,78704,False,1.0,1.0,450.0,"{'latitude': 30.247652, 'longitude': -97.77738}",False,"{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-04-10 00:00:00,True,False,,,,,,,,1350.0
317251609,317251609,3rmshmbnxc1rz,https://photos.zillowstatic.com/fp/97d4b3186caa612805713e948e6ea966-p_e.jpg,True,https://www.zillow.com/b/bexley-at-lakeline-cedar-park-tx-65bbry/,FOR_RENT,Apartment for rent,$,"$1,399/mo",1399.0,"Bexley at Lakeline, 2801 S Lakeline Blvd APT 7301, Cedar Park, TX 78613",2801 S Lakeline Blvd APT 7301,Cedar Park,TX,78613,False,1.0,1.0,683.0,"{'latitude': 30.47346, 'longitude': -97.80956}",False,"{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-03-31 00:00:00,True,False,,,,,,,,1399.0
2060723377,2060723377,3pur7ebe36j1g,https://photos.zillowstatic.com/fp/1daeb16748e5cd3bb0265c7edaffad59-p_e.jpg,True,https://www.zillow.com/b/parker-at-soco-austin-tx-5Xhsxs/,FOR_RENT,Apartment for rent,$,"$1,410/mo",1410.0,"Parker at SoCo, 412 W Alpine Rd #6, Austin, TX 78704",412 W Alpine Rd #6,Austin,TX,78704,False,1.0,1.0,654.0,"{'latitude': 30.230272, 'longitude': -97.76486}",False,"{'type': 'TIME_ON_INFO', 'text': '77 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-01-05 00:00:00,True,False,,,,,,,,1410.0
2063286371,2063286371,z7dxm91299q5,https://photos.zillowstatic.com/fp/5881b4377bb20b105e100b0bb72552b0-p_e.jpg,True,https://www.zillow.com/b/bridge-at-south-point-austin-tx-5XhtCB/,FOR_RENT,Apartment for rent,$,"$1,475+/mo",1475.0,"Bridge at South Point, 6808 S Interstate Highway 35, Austin, TX 78745",6808 S Interstate Highway 35 #618225710,Austin,TX,78745,False,2.0,2.0,860.0,"{'latitude': 30.188513, 'longitude': -97.7741}",False,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,False,False,ForRent,For Rent,0,False,True,False,False,False,True,,True,False,,,,,,,,1475.0
2064291990,2064291990,46kv2ngk9nf8e,https://photos.zillowstatic.com/fp/4d377551437bc6874c89f8346ccea113-p_e.jpg,True,https://www.zillow.com/b/tanglewood-north-austin-tx-5XhtF9/,FOR_RENT,Apartment for rent,$,"$1,520+/mo",1520.0,"Tanglewood North, 1020 E 45th St, Austin, TX 78751",1020 E 45th St #AC69B8DD0,Austin,TX,78751,False,2.0,1.5,848.0,"{'latitude': 30.304195, 'longitude': -97.71741}",False,"{'type': 'TIME_ON_INFO', 'text': '94 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,1520.0
2125733828,2125733828,1fukbu10ag1e6,https://photos.zillowstatic.com/fp/e55604a8ec43efc84dc2355d462a4d2a-p_e.jpg,True,https://www.zillow.com/homedetails/903-Milford-Way-B-Austin-TX-78745/2125733828_zpid/,FOR_RENT,Apartment for rent,$,"$1,550/mo",1550.0,"903 Milford Way #B, Austin, TX 78745",903 Milford Way #B,Austin,TX,78745,False,2.0,2.0,960.0,"{'latitude': 30.201101, 'longitude': -97.78994}",False,"{'type': 'TIME_ON_INFO', 'text': '5 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-01-28 00:00:00,True,False,,,,,,,,1550.0
2066754035,2066754035,3mb0hfvgkdqjd,https://photos.zillowstatic.com/fp/81923858258dee92bd7310deece9af73-p_e.jpg,True,https://www.zillow.com/b/lodge-at-merrilltown-ii-austin-tx-63rDLv/,FOR_RENT,Apartment for rent,$,"$1,560+/mo",1560.0,"Lodge at Merrilltown II, 14745 Merrilltown Dr, Austin, TX 78728",14745 Merrilltown Dr #7E31135B5,Austin,TX,78728,False,2.0,2.0,1010.0,"{'latitude': 30.449213, 'longitude': -97.69323}",False,"{'type': 'TIME_ON_INFO', 'text': '94 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,1560.0
2067573339,2067573339,3y783a966nyth,https://photos.zillowstatic.com/fp/c15d9bfd52754ec3a4bc9360f428f8d1-p_e.jpg,True,https://www.zillow.com/homedetails/1507-Braes-Ridge-Dr-A-Austin-TX-78723/2067573339_zpid/,FOR_RENT,Apartment for rent,$,"$1,650/mo",1650.0,"1507 Braes Ridge Dr #A, Austin, TX 78723",1507 Braes Ridge Dr #A,Austin,TX,78723,False,2.0,1.0,1643.0,"{'latitude': 30.313555, 'longitude': -97.69544}",False,"{'type': 'TIME_ON_INFO', 'text': '15 hours ago', 'data': {'isFresh': True}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-01-26 00:00:00,True,False,,,,,,,,1650.0
2063287887,2063287887,22bkj77m6eywc,https://photos.zillowstatic.com/fp/4dfe53b8cac7c2ff1c70fb255fcbbe10-p_e.jpg,True,https://www.zillow.com/b/the-wayman-austin-tx-5Xhsz9/,FOR_RENT,Apartment for rent,$,"$1,720/mo",1720.0,"The Wayman, 3101 Wells Branch Pkwy #514, Austin, TX 78728",3101 Wells Branch Pkwy #514,Austin,TX,78728,False,2.0,2.0,1065.0,"{'latitude': 30.44003, 'longitude': -97.69373}",False,"{'type': 'TIME_ON_INFO', 'text': '28 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,1720.0
2067493964,2067493964,1gy9msbjs7wsq,https://photos.zillowstatic.com/fp/437ba526e59cd12de88d9dda2bbaa6cc-p_e.jpg,True,https://www.zillow.com/b/24-flats-apartments-austin-tx-5Xhsxn/,FOR_RENT,Apartment for rent,$,"$1,770/mo",1770.0,"24 Flats Apartments, 1515 Palma Plz #209, Austin, TX 78703",1515 Palma Plz #209,Austin,TX,78703,False,2.0,1.0,1000.0,"{'latitude': 30.281406, 'longitude': -97.75767}",False,"{'type': 'TIME_ON_INFO', 'text': '94 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,1770.0
2059933593,2059933593,4410k2jn49t71,https://photos.zillowstatic.com/fp/2bc9c1af1da4262cb2e7e71d76a81f6d-p_e.jpg,True,https://www.zillow.com/b/2605-brickford-cv-b-austin-tx-5jPbqz/,FOR_RENT,Apartment for rent,$,"$1,795/mo",1795.0,"2605 Brickford Cv B, 2605 Brickford Cv #DC033872B, Austin, TX 78745",2605 Brickford Cv #DC033872B,Austin,TX,78745,False,3.0,2.0,1108.0,"{'latitude': 30.20972, 'longitude': -97.81392}",False,"{'type': 'TIME_ON_INFO', 'text': '6 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,1795.0
2079111302,2079111302,454gv9kmfkvhs,https://photos.zillowstatic.com/fp/77ec5c14efa36dba90272fa2b96ae1ac-p_e.jpg,True,https://www.zillow.com/b/brentwood-townhomes-austin-tx-5XrBLg/,FOR_RENT,Apartment for rent,$,"$1,850/mo",1850.0,"Brentwood Townhomes, 5506 Grover Ave #K141, Austin, TX 78756",5506 Grover Ave #K141,Austin,TX,78756,False,2.0,1.0,990.0,"{'latitude': 30.326105, 'longitude': -97.73274}",False,"{'type': 'TIME_ON_INFO', 'text': '6 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-04-01 00:00:00,True,False,,,,,,,,1850.0
2060370972,2060370972,4s4rkkjt9gk8u,https://photos.zillowstatic.com/fp/d4b47295b61f7bdd3218cf78feec0f0d-p_e.jpg,True,https://www.zillow.com/b/lorrain-apartments-austin-tx-5Xht63/,FOR_RENT,Apartment for rent,$,"$1,945/mo",1945.0,"Lorrain Apartments, 1401 Enfield Rd #LOR-202, Austin, TX 78703",1401 Enfield Rd #LOR-202,Austin,TX,78703,False,2.0,1.0,1100.0,"{'latitude': 30.28116, 'longitude': -97.75551}",False,"{'type': 'TIME_ON_INFO', 'text': '44 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-02-28 00:00:00,True,False,,,,,,,,1945.0
2060251246,2060251246,48p0zwd1fb266,https://photos.zillowstatic.com/fp/6a78c1f78beca44f9e53ddbcf77eca95-p_e.jpg,True,https://www.zillow.com/b/broadstone-east-end-austin-tx-C2RvCp/,FOR_RENT,Apartment for rent,$,"$1,960/mo",1960.0,"Broadstone East End, 5400 Jain Ln #334, Austin, TX 78721",5400 Jain Ln #334,Austin,TX,78721,False,1.0,1.0,642.0,{},False,"{'type': 'TIME_ON_INFO', 'text': '6 hours ago', 'data': {'isFresh': True}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,1960.0
2084988366,2084988366,3tnk20ggwp9xm,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=30.26306915283203,-97.73072052001953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=uDQ2JfT_L7fMyE74U4GdKyU8vHs=",,https://www.zillow.com/b/residences-at-saltillo-austin-tx-BNPrCY/,FOR_RENT,Apartment for rent,$,"$1,993/mo",1993.0,"Residences at Saltillo, 1211 E 5th St #2-1247, Austin, TX 78702",1211 E 5th St #2-1247,Austin,TX,78702,False,1.0,1.0,702.0,{},False,"{'type': 'TIME_ON_INFO', 'text': '16 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,2023-03-07 00:00:00,True,False,,,,,,"https://maps.googleapis.com/maps/api/streetview/metadata?location=30.26306915283203,-97.73072052001953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=9742FuIRDD8zGyo0zCZIQqK8U6U=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=30.26306915283203,-97.73072052001953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=OmSVKeVLuEWgUlTgtwv_CgTTCxM=",1993.0
2060254912,2060254912,48p0zwd1fb266,https://photos.zillowstatic.com/fp/6a78c1f78beca44f9e53ddbcf77eca95-p_e.jpg,True,https://www.zillow.com/b/broadstone-east-end-austin-tx-C2RvCp/,FOR_RENT,Apartment for rent,$,"$2,015/mo",2015.0,"Broadstone East End, 5400 Jain Ln #133, Austin, TX 78721",5400 Jain Ln #133,Austin,TX,78721,False,1.0,1.0,642.0,{},False,"{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,2015.0
2060153471,2060153471,48p0zwd1fb266,https://photos.zillowstatic.com/fp/6a78c1f78beca44f9e53ddbcf77eca95-p_e.jpg,True,https://www.zillow.com/b/broadstone-east-end-austin-tx-C2RvCp/,FOR_RENT,Apartment for rent,$,"$2,025/mo",2025.0,"Broadstone East End, 5400 Jain Ln #363, Austin, TX 78721",5400 Jain Ln #363,Austin,TX,78721,False,1.0,1.0,642.0,{},False,"{'type': 'TIME_ON_INFO', 'text': '6 hours ago', 'data': {'isFresh': True}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,2025.0
2060254915,2060254915,48p0zwd1fb266,https://photos.zillowstatic.com/fp/6a78c1f78beca44f9e53ddbcf77eca95-p_e.jpg,True,https://www.zillow.com/b/broadstone-east-end-austin-tx-C2RvCp/,FOR_RENT,Apartment for rent,$,"$2,025/mo",2025.0,"Broadstone East End, 5400 Jain Ln #275, Austin, TX 78721",5400 Jain Ln #275,Austin,TX,78721,False,1.0,1.0,642.0,{},False,"{'type': 'TIME_ON_INFO', 'text': '6 hours ago', 'data': {'isFresh': True}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,2025.0
2060222133,2060222133,48p0zwd1fb266,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=30.262514114379883,-97.68704223632812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=eIK90A-xpDlH8JzHx8WJjKFdFP0=",,https://www.zillow.com/b/broadstone-east-end-austin-tx-C2RvCp/,FOR_RENT,Apartment for rent,$,"$2,025/mo",2025.0,"Broadstone East End, 5400 Jain Ln #265, Austin, TX 78721",5400 Jain Ln #265,Austin,TX,78721,False,1.0,1.0,642.0,{},False,"{'type': 'TIME_ON_INFO', 'text': '2 days ago', 'data': {'isFresh': False}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,"https://maps.googleapis.com/maps/api/streetview/metadata?location=30.262514114379883,-97.68704223632812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=BPk9iJS8_yC9Rr6HbejzD5I0iPg=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=30.262514114379883,-97.68704223632812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Palb8z9Ov2s2hMk0j5pqZJbaMNU=",2025.0
2060251242,2060251242,48p0zwd1fb266,https://photos.zillowstatic.com/fp/6a78c1f78beca44f9e53ddbcf77eca95-p_e.jpg,True,https://www.zillow.com/b/broadstone-east-end-austin-tx-C2RvCp/,FOR_RENT,Apartment for rent,$,"$2,085/mo",2085.0,"Broadstone East End, 5400 Jain Ln #460, Austin, TX 78721",5400 Jain Ln #460,Austin,TX,78721,False,1.0,1.0,683.0,{},False,"{'type': 'TIME_ON_INFO', 'text': '6 hours ago', 'data': {'isFresh': True}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,2085.0
2060188810,2060188810,48p0zwd1fb266,https://photos.zillowstatic.com/fp/6a78c1f78beca44f9e53ddbcf77eca95-p_e.jpg,True,https://www.zillow.com/b/broadstone-east-end-austin-tx-C2RvCp/,FOR_RENT,Apartment for rent,$,"$2,101/mo",2101.0,"Broadstone East End, 5400 Jain Ln #362, Austin, TX 78721",5400 Jain Ln #362,Austin,TX,78721,False,1.0,1.0,722.0,{},False,"{'type': 'TIME_ON_INFO', 'text': '6 hours ago', 'data': {'isFresh': True}}",,False,False,False,ForRent,For Rent,0,False,False,False,False,False,True,,True,False,,,,,,,,2101.0
